"id","loss"
638,-198.3512787293
642,-198.3512787293
643,-198.3512787293
645,-198.3512787293
648,-198.3512787293
652,-198.3512787293
664,-198.3512787293
666,-198.3512787293
672,-198.3512787293
676,-198.3512787293
678,-198.3512787293
682,-198.3512787293
686,-198.3512787293
688,-198.3512787293
689,-198.3512787293
690,-198.3512787293
692,-198.3512787293
695,-198.3512787293
697,-198.3512787293
698,-198.3512787293
706,-198.3512787293
708,-198.3512787293
712,-198.3512787293
715,-198.3512787293
717,-198.3512787293
725,-198.3512787293
729,-198.3512787293
737,-198.3512787293
739,-198.3512787293
747,-198.3512787293
753,-198.3512787293
758,-198.3512787293
759,-198.3512787293
763,-198.3512787293
773,-198.3512787293
774,-198.3512787293
776,-198.3512787293
788,-198.3512787293
790,-198.3512787293
794,-198.3512787293
801,-198.3512787293
802,-198.3512787293
805,-198.3512787293
809,-198.3512787293
812,-198.3512787293
825,-198.3512787293
828,-198.3512787293
830,-198.3512787293
833,-198.3512787293
850,-198.3512787293
852,-198.3512787293
862,-198.3512787293
863,-198.3512787293
864,-198.3512787293
865,-198.3512787293
868,-198.3512787293
872,-198.3512787293
879,-198.3512787293
880,-198.3512787293
883,-198.3512787293
886,-198.3512787293
923,-198.3512787293
924,-198.3512787293
932,-198.3512787293
945,-198.3512787293
947,-198.3512787293
948,-198.3512787293
955,-198.3512787293
963,-198.3512787293
979,-198.3512787293
989,-198.3512787293
994,-198.3512787293
995,-198.3512787293
998,-198.3512787293
1000,-198.3512787293
1018,-198.3512787293
1019,-198.3512787293
1028,-198.3512787293
1034,-198.3512787293
1038,-198.3512787293
1040,-198.3512787293
1042,-198.3512787293
1057,-198.3512787293
1058,-198.3512787293
1063,-198.3512787293
1066,-198.3512787293
1071,-198.3512787293
1073,-198.3512787293
1074,-198.3512787293
1077,-198.3512787293
1080,-198.3512787293
1088,-198.3512787293
1096,-198.3512787293
1097,-198.3512787293
1105,-198.3512787293
1115,-198.3512787293
1116,-198.3512787293
1122,-198.3512787293
1130,-198.3512787293
1133,-198.3512787293
1137,-198.3512787293
1140,-198.3512787293
1143,-198.3512787293
1149,-198.3512787293
1150,-198.3512787293
1153,-198.3512787293
1157,-198.3512787293
1180,-198.3512787293
1183,-198.3512787293
1188,-198.3512787293
1193,-198.3512787293
1200,-198.3512787293
1209,-198.3512787293
1214,-198.3512787293
1219,-198.3512787293
1223,-198.3512787293
1227,-198.3512787293
1228,-198.3512787293
1229,-198.3512787293
1233,-198.3512787293
1238,-198.3512787293
1239,-198.3512787293
1241,-198.3512787293
1243,-198.3512787293
1244,-198.3512787293
1245,-198.3512787293
1277,-198.3512787293
1279,-198.3512787293
1292,-198.3512787293
1293,-198.3512787293
1299,-198.3512787293
1304,-198.3512787293
1313,-198.3512787293
1328,-198.3512787293
1330,-198.3512787293
1334,-198.3512787293
1335,-198.3512787293
1336,-198.3512787293
1341,-198.3512787293
1344,-198.3512787293
1351,-198.3512787293
1352,-198.3512787293
1354,-198.3512787293
1368,-198.3512787293
1373,-198.3512787293
1375,-198.3512787293
1381,-198.3512787293
1384,-198.3512787293
1385,-198.3512787293
1388,-198.3512787293
1401,-198.3512787293
1402,-198.3512787293
1404,-198.3512787293
1406,-198.3512787293
1409,-198.3512787293
1422,-198.3512787293
1429,-198.3512787293
1433,-198.3512787293
1438,-198.3512787293
1444,-198.3512787293
1446,-198.3512787293
1450,-198.3512787293
1451,-198.3512787293
1454,-198.3512787293
1458,-198.3512787293
1461,-198.3512787293
1464,-198.3512787293
1465,-198.3512787293
1478,-198.3512787293
1479,-198.3512787293
1480,-198.3512787293
1484,-198.3512787293
1486,-198.3512787293
1488,-198.3512787293
1489,-198.3512787293
1491,-198.3512787293
1507,-198.3512787293
1515,-198.3512787293
1519,-198.3512787293
1528,-198.3512787293
1529,-198.3512787293
1530,-198.3512787293
1532,-198.3512787293
1541,-198.3512787293
1542,-198.3512787293
1547,-198.3512787293
1549,-198.3512787293
1553,-198.3512787293
1554,-198.3512787293
1555,-198.3512787293
1559,-198.3512787293
1565,-198.3512787293
1568,-198.3512787293
1576,-198.3512787293
1579,-198.3512787293
1592,-198.3512787293
1596,-198.3512787293
1605,-198.3512787293
1607,-198.3512787293
1612,-198.3512787293
1617,-198.3512787293
1619,-198.3512787293
1620,-198.3512787293
1624,-198.3512787293
1627,-198.3512787293
1633,-198.3512787293
1636,-198.3512787293
1639,-198.3512787293
1640,-198.3512787293
1644,-198.3512787293
1646,-198.3512787293
1647,-198.3512787293
1654,-198.3512787293
1655,-198.3512787293
1664,-198.3512787293
1665,-198.3512787293
1667,-198.3512787293
1669,-198.3512787293
1678,-198.3512787293
1682,-198.3512787293
1689,-198.3512787293
1690,-198.3512787293
1693,-198.3512787293
1695,-198.3512787293
1705,-198.3512787293
1706,-198.3512787293
1708,-198.3512787293
1716,-198.3512787293
1720,-198.3512787293
1722,-198.3512787293
1749,-198.3512787293
1750,-198.3512787293
1751,-198.3512787293
1760,-198.3512787293
1763,-198.3512787293
1770,-198.3512787293
1777,-198.3512787293
1785,-198.3512787293
1791,-198.3512787293
1794,-198.3512787293
1800,-198.3512787293
1816,-198.3512787293
1817,-198.3512787293
1821,-198.3512787293
1836,-198.3512787293
1838,-198.3512787293
1851,-198.3512787293
1852,-198.3512787293
1854,-198.3512787293
1856,-198.3512787293
1865,-198.3512787293
1872,-198.3512787293
1878,-198.3512787293
1880,-198.3512787293
1881,-198.3512787293
1882,-198.3512787293
1886,-198.3512787293
1892,-198.3512787293
1894,-198.3512787293
1898,-198.3512787293
1899,-198.3512787293
1902,-198.3512787293
1903,-198.3512787293
1906,-198.3512787293
1910,-198.3512787293
1911,-198.3512787293
1914,-198.3512787293
1929,-198.3512787293
1932,-198.3512787293
1952,-198.3512787293
1959,-198.3512787293
1960,-198.3512787293
1976,-198.3512787293
1980,-198.3512787293
1981,-198.3512787293
1987,-198.3512787293
1994,-198.3512787293
2000,-198.3512787293
2008,-198.3512787293
2011,-198.3512787293
2012,-198.3512787293
2019,-198.3512787293
2022,-198.3512787293
2024,-198.3512787293
2028,-198.3512787293
2030,-198.3512787293
2031,-198.3512787293
2047,-198.3512787293
2049,-198.3512787293
2050,-198.3512787293
2051,-198.3512787293
2056,-198.3512787293
2057,-198.3512787293
2059,-198.3512787293
2069,-198.3512787293
2085,-198.3512787293
2089,-198.3512787293
2090,-198.3512787293
2101,-198.3512787293
2114,-198.3512787293
2115,-198.3512787293
2118,-198.3512787293
2119,-198.3512787293
2125,-198.3512787293
2128,-198.3512787293
2129,-198.3512787293
2132,-198.3512787293
2133,-198.3512787293
2135,-198.3512787293
2136,-198.3512787293
2143,-198.3512787293
2144,-198.3512787293
2145,-198.3512787293
2152,-198.3512787293
2160,-198.3512787293
2166,-198.3512787293
2169,-198.3512787293
2170,-198.3512787293
2172,-198.3512787293
2181,-198.3512787293
2183,-198.3512787293
2185,-198.3512787293
2188,-198.3512787293
2189,-198.3512787293
2194,-198.3512787293
2202,-198.3512787293
2208,-198.3512787293
2227,-198.3512787293
2230,-198.3512787293
2235,-198.3512787293
2236,-198.3512787293
2244,-198.3512787293
2248,-198.3512787293
2252,-198.3512787293
2254,-198.3512787293
2260,-198.3512787293
2263,-198.3512787293
2274,-198.3512787293
2277,-198.3512787293
2279,-198.3512787293
2280,-198.3512787293
2283,-198.3512787293
2284,-198.3512787293
2288,-198.3512787293
2292,-198.3512787293
2295,-198.3512787293
2296,-198.3512787293
2299,-198.3512787293
2315,-198.3512787293
2318,-198.3512787293
2329,-198.3512787293
2337,-198.3512787293
2340,-198.3512787293
2342,-198.3512787293
2347,-198.3512787293
2349,-198.3512787293
2354,-198.3512787293
2361,-198.3512787293
2370,-198.3512787293
2378,-198.3512787293
2382,-198.3512787293
2387,-198.3512787293
2389,-198.3512787293
2394,-198.3512787293
2396,-198.3512787293
2400,-198.3512787293
2407,-198.3512787293
2414,-198.3512787293
2415,-198.3512787293
2421,-198.3512787293
2427,-198.3512787293
2428,-198.3512787293
2430,-198.3512787293
2435,-198.3512787293
2445,-198.3512787293
2446,-198.3512787293
2447,-198.3512787293
2449,-198.3512787293
2451,-198.3512787293
2458,-198.3512787293
2462,-198.3512787293
2463,-198.3512787293
2467,-198.3512787293
2471,-198.3512787293
2475,-198.3512787293
2478,-198.3512787293
2483,-198.3512787293
2485,-198.3512787293
2487,-198.3512787293
2494,-198.3512787293
2497,-198.3512787293
2499,-198.3512787293
2503,-198.3512787293
2513,-198.3512787293
2515,-198.3512787293
2522,-198.3512787293
2523,-198.3512787293
2528,-198.3512787293
2532,-198.3512787293
2536,-198.3512787293
2538,-198.3512787293
2539,-198.3512787293
2540,-198.3512787293
2545,-198.3512787293
2548,-198.3512787293
2549,-198.3512787293
2553,-198.3512787293
2563,-198.3512787293
2566,-198.3512787293
2574,-198.3512787293
2575,-198.3512787293
2584,-198.3512787293
2588,-198.3512787293
2589,-198.3512787293
2592,-198.3512787293
2596,-198.3512787293
2598,-198.3512787293
2602,-198.3512787293
2603,-198.3512787293
2607,-198.3512787293
2609,-198.3512787293
2611,-198.3512787293
2627,-198.3512787293
2628,-198.3512787293
2630,-198.3512787293
2633,-198.3512787293
2636,-198.3512787293
2640,-198.3512787293
2641,-198.3512787293
2657,-198.3512787293
2659,-198.3512787293
2662,-198.3512787293
2663,-198.3512787293
2667,-198.3512787293
2670,-198.3512787293
2682,-198.3512787293
2694,-198.3512787293
2699,-198.3512787293
2700,-198.3512787293
2703,-198.3512787293
2708,-198.3512787293
2714,-198.3512787293
2725,-198.3512787293
2726,-198.3512787293
2727,-198.3512787293
2732,-198.3512787293
2733,-198.3512787293
2736,-198.3512787293
2745,-198.3512787293
2760,-198.3512787293
2764,-198.3512787293
2765,-198.3512787293
2766,-198.3512787293
2775,-198.3512787293
2783,-198.3512787293
2784,-198.3512787293
2786,-198.3512787293
2801,-198.3512787293
2803,-198.3512787293
2813,-198.3512787293
2815,-198.3512787293
2816,-198.3512787293
2818,-198.3512787293
2819,-198.3512787293
2822,-198.3512787293
2825,-198.3512787293
2826,-198.3512787293
2830,-198.3512787293
2834,-198.3512787293
2835,-198.3512787293
2856,-198.3512787293
2873,-198.3512787293
2886,-198.3512787293
2892,-198.3512787293
2896,-198.3512787293
2897,-198.3512787293
2899,-198.3512787293
2901,-198.3512787293
2909,-198.3512787293
2914,-198.3512787293
2915,-198.3512787293
2916,-198.3512787293
2919,-198.3512787293
2926,-198.3512787293
2927,-198.3512787293
2933,-198.3512787293
2934,-198.3512787293
2941,-198.3512787293
2942,-198.3512787293
2946,-198.3512787293
2949,-198.3512787293
2952,-198.3512787293
2957,-198.3512787293
2962,-198.3512787293
2963,-198.3512787293
2965,-198.3512787293
2966,-198.3512787293
2971,-198.3512787293
2975,-198.3512787293
2979,-198.3512787293
2985,-198.3512787293
2995,-198.3512787293
2996,-198.3512787293
3001,-198.3512787293
3007,-198.3512787293
3008,-198.3512787293
3014,-198.3512787293
3017,-198.3512787293
3021,-198.3512787293
3025,-198.3512787293
3026,-198.3512787293
3034,-198.3512787293
3035,-198.3512787293
3044,-198.3512787293
3046,-198.3512787293
3047,-198.3512787293
3057,-198.3512787293
3059,-198.3512787293
3063,-198.3512787293
3065,-198.3512787293
3067,-198.3512787293
3069,-198.3512787293
3076,-198.3512787293
3086,-198.3512787293
3088,-198.3512787293
3090,-198.3512787293
3096,-198.3512787293
3100,-198.3512787293
3102,-198.3512787293
3103,-198.3512787293
3107,-198.3512787293
3118,-198.3512787293
3120,-198.3512787293
3123,-198.3512787293
3128,-198.3512787293
3132,-198.3512787293
3140,-198.3512787293
3152,-198.3512787293
3165,-198.3512787293
3183,-198.3512787293
3190,-198.3512787293
3197,-198.3512787293
3201,-198.3512787293
3203,-198.3512787293
3214,-198.3512787293
3219,-198.3512787293
3220,-198.3512787293
3221,-198.3512787293
3229,-198.3512787293
3234,-198.3512787293
3235,-198.3512787293
3240,-198.3512787293
3241,-198.3512787293
3249,-198.3512787293
3254,-198.3512787293
3264,-198.3512787293
3266,-198.3512787293
3270,-198.3512787293
3282,-198.3512787293
3285,-198.3512787293
3289,-198.3512787293
3291,-198.3512787293
3295,-198.3512787293
3299,-198.3512787293
3302,-198.3512787293
3303,-198.3512787293
3308,-198.3512787293
3309,-198.3512787293
3324,-198.3512787293
3327,-198.3512787293
3330,-198.3512787293
3335,-198.3512787293
3339,-198.3512787293
3340,-198.3512787293
3343,-198.3512787293
3350,-198.3512787293
3353,-198.3512787293
3356,-198.3512787293
3361,-198.3512787293
3368,-198.3512787293
3376,-198.3512787293
3381,-198.3512787293
3383,-198.3512787293
3397,-198.3512787293
3403,-198.3512787293
3405,-198.3512787293
3410,-198.3512787293
3412,-198.3512787293
3416,-198.3512787293
3417,-198.3512787293
3423,-198.3512787293
3427,-198.3512787293
3435,-198.3512787293
3439,-198.3512787293
3441,-198.3512787293
3450,-198.3512787293
3453,-198.3512787293
3454,-198.3512787293
3458,-198.3512787293
3459,-198.3512787293
3467,-198.3512787293
3469,-198.3512787293
3477,-198.3512787293
3478,-198.3512787293
3482,-198.3512787293
3484,-198.3512787293
3506,-198.3512787293
3515,-198.3512787293
3522,-198.3512787293
3523,-198.3512787293
3526,-198.3512787293
3532,-198.3512787293
3534,-198.3512787293
3537,-198.3512787293
3539,-198.3512787293
3542,-198.3512787293
3545,-198.3512787293
3552,-198.3512787293
3554,-198.3512787293
3573,-198.3512787293
3576,-198.3512787293
3577,-198.3512787293
3580,-198.3512787293
3583,-198.3512787293
3584,-198.3512787293
3609,-198.3512787293
3613,-198.3512787293
3623,-198.3512787293
3624,-198.3512787293
3638,-198.3512787293
3642,-198.3512787293
3643,-198.3512787293
3647,-198.3512787293
3653,-198.3512787293
3654,-198.3512787293
3656,-198.3512787293
3658,-198.3512787293
3659,-198.3512787293
3663,-198.3512787293
3664,-198.3512787293
3666,-198.3512787293
3681,-198.3512787293
3689,-198.3512787293
3694,-198.3512787293
3695,-198.3512787293
3699,-198.3512787293
3701,-198.3512787293
3704,-198.3512787293
3721,-198.3512787293
3726,-198.3512787293
3727,-198.3512787293
3729,-198.3512787293
3731,-198.3512787293
3738,-198.3512787293
3740,-198.3512787293
3744,-198.3512787293
3757,-198.3512787293
3758,-198.3512787293
3778,-198.3512787293
3781,-198.3512787293
3790,-198.3512787293
3796,-198.3512787293
3798,-198.3512787293
3804,-198.3512787293
3813,-198.3512787293
3814,-198.3512787293
3815,-198.3512787293
3818,-198.3512787293
3823,-198.3512787293
3826,-198.3512787293
3831,-198.3512787293
3834,-198.3512787293
3835,-198.3512787293
3849,-198.3512787293
3850,-198.3512787293
3855,-198.3512787293
3864,-198.3512787293
3867,-198.3512787293
3871,-198.3512787293
3879,-198.3512787293
3880,-198.3512787293
3882,-198.3512787293
3884,-198.3512787293
3893,-198.3512787293
3895,-198.3512787293
3901,-198.3512787293
3903,-198.3512787293
3913,-198.3512787293
3921,-198.3512787293
3929,-198.3512787293
3947,-198.3512787293
3962,-198.3512787293
3963,-198.3512787293
3966,-198.3512787293
3975,-198.3512787293
3976,-198.3512787293
3977,-198.3512787293
3978,-198.3512787293
3979,-198.3512787293
3983,-198.3512787293
3985,-198.3512787293
3989,-198.3512787293
3992,-198.3512787293
3995,-198.3512787293
4008,-198.3512787293
4013,-198.3512787293
4029,-198.3512787293
4035,-198.3512787293
4040,-198.3512787293
4048,-198.3512787293
4060,-198.3512787293
4066,-198.3512787293
4075,-198.3512787293
4079,-198.3512787293
4083,-198.3512787293
4091,-198.3512787293
4092,-198.3512787293
4093,-198.3512787293
4098,-198.3512787293
4108,-198.3512787293
4109,-198.3512787293
4110,-198.3512787293
4116,-198.3512787293
4129,-198.3512787293
4130,-198.3512787293
4140,-198.3512787293
4146,-198.3512787293
4150,-198.3512787293
4151,-198.3512787293
4153,-198.3512787293
4169,-198.3512787293
4170,-198.3512787293
4179,-198.3512787293
4183,-198.3512787293
4188,-198.3512787293
4190,-198.3512787293
4193,-198.3512787293
4201,-198.3512787293
4205,-198.3512787293
4210,-198.3512787293
4226,-198.3512787293
4229,-198.3512787293
4241,-198.3512787293
4242,-198.3512787293
4257,-198.3512787293
4258,-198.3512787293
4260,-198.3512787293
4263,-198.3512787293
4267,-198.3512787293
4273,-198.3512787293
4274,-198.3512787293
4277,-198.3512787293
4281,-198.3512787293
4283,-198.3512787293
4293,-198.3512787293
4294,-198.3512787293
4305,-198.3512787293
4307,-198.3512787293
4318,-198.3512787293
4325,-198.3512787293
4327,-198.3512787293
4332,-198.3512787293
4335,-198.3512787293
4336,-198.3512787293
4337,-198.3512787293
4339,-198.3512787293
4343,-198.3512787293
4346,-198.3512787293
4348,-198.3512787293
4350,-198.3512787293
4358,-198.3512787293
4359,-198.3512787293
4363,-198.3512787293
4366,-198.3512787293
4374,-198.3512787293
4375,-198.3512787293
4377,-198.3512787293
4393,-198.3512787293
4395,-198.3512787293
4400,-198.3512787293
4402,-198.3512787293
4404,-198.3512787293
4415,-198.3512787293
4418,-198.3512787293
4422,-198.3512787293
4430,-198.3512787293
4432,-198.3512787293
4433,-198.3512787293
4435,-198.3512787293
4438,-198.3512787293
4444,-198.3512787293
4447,-198.3512787293
4451,-198.3512787293
4452,-198.3512787293
4457,-198.3512787293
4459,-198.3512787293
4469,-198.3512787293
4471,-198.3512787293
4486,-198.3512787293
4488,-198.3512787293
4510,-198.3512787293
4515,-198.3512787293
4527,-198.3512787293
4530,-198.3512787293
4534,-198.3512787293
4535,-198.3512787293
4536,-198.3512787293
4548,-198.3512787293
4549,-198.3512787293
4551,-198.3512787293
4556,-198.3512787293
4559,-198.3512787293
4564,-198.3512787293
4570,-198.3512787293
4575,-198.3512787293
4584,-198.3512787293
4585,-198.3512787293
4591,-198.3512787293
4592,-198.3512787293
4593,-198.3512787293
4594,-198.3512787293
4598,-198.3512787293
4607,-198.3512787293
4608,-198.3512787293
4620,-198.3512787293
4621,-198.3512787293
4625,-198.3512787293
4635,-198.3512787293
4638,-198.3512787293
4652,-198.3512787293
4657,-198.3512787293
4658,-198.3512787293
4666,-198.3512787293
4672,-198.3512787293
4676,-198.3512787293
4680,-198.3512787293
4681,-198.3512787293
4683,-198.3512787293
4684,-198.3512787293
4689,-198.3512787293
4690,-198.3512787293
4692,-198.3512787293
4697,-198.3512787293
4700,-198.3512787293
4705,-198.3512787293
4721,-198.3512787293
4726,-198.3512787293
4729,-198.3512787293
4731,-198.3512787293
4736,-198.3512787293
4739,-198.3512787293
4740,-198.3512787293
4753,-198.3512787293
4754,-198.3512787293
4755,-198.3512787293
4756,-198.3512787293
4759,-198.3512787293
4764,-198.3512787293
4771,-198.3512787293
4772,-198.3512787293
4776,-198.3512787293
4780,-198.3512787293
4784,-198.3512787293
4786,-198.3512787293
4787,-198.3512787293
4789,-198.3512787293
4794,-198.3512787293
4800,-198.3512787293
4807,-198.3512787293
4813,-198.3512787293
4818,-198.3512787293
4823,-198.3512787293
4824,-198.3512787293
4829,-198.3512787293
4830,-198.3512787293
4835,-198.3512787293
4844,-198.3512787293
4845,-198.3512787293
4846,-198.3512787293
4847,-198.3512787293
4854,-198.3512787293
4857,-198.3512787293
4861,-198.3512787293
4863,-198.3512787293
4866,-198.3512787293
4869,-198.3512787293
4871,-198.3512787293
4872,-198.3512787293
4875,-198.3512787293
4877,-198.3512787293
4878,-198.3512787293
4885,-198.3512787293
4886,-198.3512787293
4888,-198.3512787293
4890,-198.3512787293
4896,-198.3512787293
4899,-198.3512787293
4913,-198.3512787293
4916,-198.3512787293
4920,-198.3512787293
4925,-198.3512787293
4934,-198.3512787293
4941,-198.3512787293
4946,-198.3512787293
4954,-198.3512787293
4956,-198.3512787293
4958,-198.3512787293
4965,-198.3512787293
4966,-198.3512787293
4970,-198.3512787293
4977,-198.3512787293
4980,-198.3512787293
4984,-198.3512787293
4995,-198.3512787293
4997,-198.3512787293
4999,-198.3512787293
5005,-198.3512787293
5011,-198.3512787293
5015,-198.3512787293
5016,-198.3512787293
5019,-198.3512787293
5024,-198.3512787293
5030,-198.3512787293
5031,-198.3512787293
5034,-198.3512787293
5047,-198.3512787293
5048,-198.3512787293
5052,-198.3512787293
5061,-198.3512787293
5062,-198.3512787293
5067,-198.3512787293
5068,-198.3512787293
5077,-198.3512787293
5079,-198.3512787293
5090,-198.3512787293
5094,-198.3512787293
5103,-198.3512787293
5104,-198.3512787293
5106,-198.3512787293
5107,-198.3512787293
5110,-198.3512787293
5114,-198.3512787293
5116,-198.3512787293
5121,-198.3512787293
5122,-198.3512787293
5124,-198.3512787293
5132,-198.3512787293
5133,-198.3512787293
5138,-198.3512787293
5143,-198.3512787293
5153,-198.3512787293
5154,-198.3512787293
5155,-198.3512787293
5160,-198.3512787293
5169,-198.3512787293
5172,-198.3512787293
5173,-198.3512787293
5179,-198.3512787293
5182,-198.3512787293
5187,-198.3512787293
5192,-198.3512787293
5211,-198.3512787293
5213,-198.3512787293
5219,-198.3512787293
5225,-198.3512787293
5226,-198.3512787293
5227,-198.3512787293
5228,-198.3512787293
5239,-198.3512787293
5241,-198.3512787293
5244,-198.3512787293
5248,-198.3512787293
5260,-198.3512787293
5266,-198.3512787293
5273,-198.3512787293
5280,-198.3512787293
5298,-198.3512787293
5300,-198.3512787293
5306,-198.3512787293
5307,-198.3512787293
5311,-198.3512787293
5316,-198.3512787293
5323,-198.3512787293
5332,-198.3512787293
5336,-198.3512787293
5338,-198.3512787293
5342,-198.3512787293
5347,-198.3512787293
5355,-198.3512787293
5357,-198.3512787293
5362,-198.3512787293
5363,-198.3512787293
5364,-198.3512787293
5366,-198.3512787293
5374,-198.3512787293
5375,-198.3512787293
5379,-198.3512787293
5380,-198.3512787293
5383,-198.3512787293
5385,-198.3512787293
5390,-198.3512787293
5393,-198.3512787293
5398,-198.3512787293
5411,-198.3512787293
5414,-198.3512787293
5429,-198.3512787293
5432,-198.3512787293
5436,-198.3512787293
5437,-198.3512787293
5439,-198.3512787293
5440,-198.3512787293
5449,-198.3512787293
5458,-198.3512787293
5460,-198.3512787293
5462,-198.3512787293
5463,-198.3512787293
5465,-198.3512787293
5467,-198.3512787293
5475,-198.3512787293
5483,-198.3512787293
5485,-198.3512787293
5489,-198.3512787293
5493,-198.3512787293
5497,-198.3512787293
5501,-198.3512787293
5506,-198.3512787293
5507,-198.3512787293
5510,-198.3512787293
5524,-198.3512787293
5531,-198.3512787293
5542,-198.3512787293
5543,-198.3512787293
5544,-198.3512787293
5552,-198.3512787293
5560,-198.3512787293
5563,-198.3512787293
5573,-198.3512787293
5579,-198.3512787293
5584,-198.3512787293
5585,-198.3512787293
5594,-198.3512787293
5595,-198.3512787293
5597,-198.3512787293
5598,-198.3512787293
5604,-198.3512787293
5606,-198.3512787293
5610,-198.3512787293
5615,-198.3512787293
5631,-198.3512787293
5637,-198.3512787293
5646,-198.3512787293
5656,-198.3512787293
5658,-198.3512787293
5666,-198.3512787293
5668,-198.3512787293
5673,-198.3512787293
5680,-198.3512787293
5691,-198.3512787293
5692,-198.3512787293
5693,-198.3512787293
5697,-198.3512787293
5698,-198.3512787293
5700,-198.3512787293
5704,-198.3512787293
5705,-198.3512787293
5707,-198.3512787293
5710,-198.3512787293
5716,-198.3512787293
5720,-198.3512787293
5722,-198.3512787293
5727,-198.3512787293
5733,-198.3512787293
5737,-198.3512787293
5742,-198.3512787293
5747,-198.3512787293
5760,-198.3512787293
5774,-198.3512787293
5788,-198.3512787293
5796,-198.3512787293
5797,-198.3512787293
5800,-198.3512787293
5812,-198.3512787293
5814,-198.3512787293
5818,-198.3512787293
5819,-198.3512787293
5823,-198.3512787293
5826,-198.3512787293
5830,-198.3512787293
5831,-198.3512787293
5846,-198.3512787293
5864,-198.3512787293
5869,-198.3512787293
5870,-198.3512787293
5879,-198.3512787293
5883,-198.3512787293
5886,-198.3512787293
5889,-198.3512787293
5904,-198.3512787293
5905,-198.3512787293
5910,-198.3512787293
5911,-198.3512787293
5914,-198.3512787293
5915,-198.3512787293
5920,-198.3512787293
5925,-198.3512787293
5926,-198.3512787293
5934,-198.3512787293
5939,-198.3512787293
5941,-198.3512787293
5943,-198.3512787293
5949,-198.3512787293
5961,-198.3512787293
5965,-198.3512787293
5966,-198.3512787293
5969,-198.3512787293
5970,-198.3512787293
5978,-198.3512787293
5979,-198.3512787293
5983,-198.3512787293
5985,-198.3512787293
5989,-198.3512787293
5997,-198.3512787293
6004,-198.3512787293
6010,-198.3512787293
6013,-198.3512787293
6019,-198.3512787293
6020,-198.3512787293
6032,-198.3512787293
6036,-198.3512787293
6037,-198.3512787293
6039,-198.3512787293
6050,-198.3512787293
6051,-198.3512787293
6053,-198.3512787293
6057,-198.3512787293
6059,-198.3512787293
6067,-198.3512787293
6068,-198.3512787293
6075,-198.3512787293
6078,-198.3512787293
6079,-198.3512787293
6080,-198.3512787293
6082,-198.3512787293
